 sen rec ret cir top tok mess rush sil s_m s_n er
143 96327866.5 98669664.5 100602049.5 4510460.5 17.0 16.0 1000.0 True True 10.0 10.0 False
144 91300229.5 93783927.0 95706495.5 4212827.0 17.0 17.0 1000.0 True True 10.0 10.0 False
145 77473446.5 78720203.5 79921892.5 2561119.0 14.0 10.0 1000.0 True True 10.0 10.0 False
146 74311706.0 75515849.5 76829094.0 2663081.0 14.0 11.0 1000.0 True True 10.0 10.0 False
147 68373989.0 69686789.0 71250814.0 2808774.5 14.0 12.0 1000.0 True True 10.0 10.0 False
148 82484350.0 83737131.5 85128912.5 2647463.5 14.0 9.0 1000.0 True True 10.0 10.0 False
149 2199936145.0 2203141838.0 2205511079.0 5694746.0 18.0 1.0 1000.0 True True 10.0 10.0 False
150 1070066081.0 1072974588.0 1076124726.0 5429464.5 18.0 2.0 1000.0 True True 10.0 10.0 False
151 632033147.0 635427372.0 637627715.0 5074044.0 18.0 3.0 1000.0 True True 10.0 10.0 False
152 59387652.0 60940744.5 62242834.0 2794272.0 14.0 13.0 1000.0 True True 10.0 10.0 False
153 50723266.5 52508397.0 53271891.0 2850050.5 14.0 14.0 1000.0 True True 10.0 10.0 False
154 874664493.0 875925530.0 877365281.0 2749650.0 15.0 1.0 1000.0 True True 10.0 10.0 False
155 443870473.0 445421111.0 446705574.5 2783340.0 15.0 2.0 1000.0 True True 10.0 10.0 False
156 519585116.5 521764265.0 524801507.0 5322593.0 18.0 4.0 1000.0 True True 10.0 10.0 False
157 2119805864.5 2122010448.0 2125130019.0 5174446.0 19.0 1.0 1000.0 True True 10.0 10.0 False
158 1212975337.0 1216290133.0 1219602921.0 5880376.0 19.0 2.0 1000.0 True True 10.0 10.0 False
159 719351472.0 722166047.5 724416146.0 5801841.0 19.0 3.0 1000.0 True True 10.0 10.0 False
160 365087574.5 367237941.0 369972864.5 4767263.5 18.0 5.0 1000.0 True True 10.0 10.0 False
161 630427623.5 633266741.5 636328303.5 6216831.5 19.0 4.0 1000.0 True True 10.0 10.0 False
162 424705479.0 427119788.5 429960468.0 5223977.0 19.0 5.0 1000.0 True True 10.0 10.0 False
163 359112820.5 362065057.5 364694448.5 5585866.5 19.0 6.0 1000.0 True True 10.0 10.0 False
164 297319114.5 299819992.5 302479726.5 5377702.0 19.0 7.0 1000.0 True True 10.0 10.0 False
165 285979153.5 289626164.5 293133730.0 6750964.5 19.0 8.0 1000.0 True True 10.0 10.0 False
166 232105972.5 234957807.5 237869213.0 5872344.0 19.0 10.0 1000.0 True True 10.0 10.0 False
167 262447607.5 265826436.5 268638335.0 6232449.0 19.0 9.0 1000.0 True True 10.0 10.0 False
168 212355305.5 215586433.5 217906366.5 5948649.5 19.0 11.0 1000.0 True True 10.0 10.0 False
169 197870561.5 200879914.0 203351341.5 6224641.0 19.0 12.0 1000.0 True True 10.0 10.0 False
170 191020311.0 193528552.0 197076054.0 6549940.0 19.0 13.0 1000.0 True True 10.0 10.0 False
171 153461850.0 156313461.5 159931915.0 6628698.5 19.0 14.0 1000.0 True True 10.0 10.0 False
172 160660603.0 164468479.5 167392603.5 6671536.5 19.0 15.0 1000.0 True True 10.0 10.0 False
173 339098435.0 342400958.0 345123834.0 5648784.0 18.0 6.0 1000.0 True True 10.0 10.0 False
174 164979409.0 167166589.0 171095170.5 6678899.0 19.0 16.0 1000.0 True True 10.0 10.0 False
175 163866074.0 167480510.0 170940329.5 7618652.5 19.0 17.0 1000.0 True True 10.0 10.0 False
176 142535764.0 145341861.0 149297884.5 6754311.5 19.0 18.0 1000.0 True True 10.0 10.0 False
177 124581161.0 127531612.0 130278360.5 6067791.5 19.0 19.0 1000.0 True True 10.0 10.0 False
178 2598527987.0 2601884058.5 2604877794.0 6143650.0 20.0 1.0 1000.0 True True 10.0 10.0 False
179 271907392.0 274185379.0 277052387.0 5126030.5 18.0 7.0 1000.0 True True 10.0 10.0 False
180 1547060860.5 1550951958.0 1554670588.5 7231328.0 20.0 2.0 1000.0 True True 10.0 10.0 False
181 1010144296.0 1013758956.5 1017612571.0 7499287.0 20.0 3.0 1000.0 True True 10.0 10.0 False
182 711817378.5 715483801.0 718978649.5 6589207.5 20.0 4.0 1000.0 True True 10.0 10.0 False
183 575452708.0 578748539.0 582503760.0 6745610.0 20.0 5.0 1000.0 True True 10.0 10.0 False
184 494705965.5 498081448.0 502388875.0 7558189.0 20.0 6.0 1000.0 True True 10.0 10.0 False
185 215619677.0 217868436.5 220346335.0 4923667.0 18.0 8.0 1000.0 True True 10.0 10.0 False
186 228039953.0 230963185.5 233966068.0 5636291.0 18.0 9.0 1000.0 True True 10.0 10.0 False
187 392746048.5 396203190.0 399136685.0 6364086.0 20.0 7.0 1000.0 True True 10.0 10.0 False
188 316601242.5 319798234.0 322961089.0 6696972.0 20.0 8.0 1000.0 True True 10.0 10.0 False
189 277250957.0 280237553.0 283591393.0 6488583.0 20.0 10.0 1000.0 True True 10.0 10.0 False
190 285721457.0 289033352.5 292625701.0 6666182.0 20.0 9.0 1000.0 True True 10.0 10.0 False
191 264142154.0 266781139.0 270794279.0 7426328.5 20.0 11.0 1000.0 True True 10.0 10.0 False
192 223528154.5 227330453.0 230075863.0 7145206.0 20.0 12.0 1000.0 True True 10.0 10.0 False
193 189740978.5 193177148.5 196287126.0 6754089.0 20.0 13.0 1000.0 True True 10.0 10.0 False
194 193765052.0 197064898.5 200916951.5 7007099.5 20.0 14.0 1000.0 True True 10.0 10.0 False
195 165050359.0 167758509.0 171288386.0 6541684.5 20.0 15.0 1000.0 True True 10.0 10.0 False
196 181086410.5 184951626.0 188209528.5 7298485.5 20.0 16.0 1000.0 True True 10.0 10.0 False
197 167892823.0 171835237.0 175251995.0 7378136.5 20.0 17.0 1000.0 True True 10.0 10.0 False
198 146621639.5 149961646.0 152576759.0 6592108.0 20.0 18.0 1000.0 True True 10.0 10.0 False
199 137237490.0 140365763.0 143755078.5 6529190.0 20.0 19.0 1000.0 True True 10.0 10.0 False
200 145630123.5 149860353.0 152829100.0 6909822.0 20.0 20.0 1000.0 True True 10.0 10.0 False
201 214911961.5 217919976.0 221192380.0 5760788.0 18.0 10.0 1000.0 True True 10.0 10.0 False
202 187353219.5 190081003.0 193130740.5 5548606.5 18.0 11.0 1000.0 True True 10.0 10.0 False
203 159732451.5 161766799.5 165087842.5 5269269.0 18.0 12.0 1000.0 True True 10.0 10.0 False
204 158143437.5 160859843.5 163798247.0 5908935.0 18.0 13.0 1000.0 True True 10.0 10.0 False
205 145326690.0 148139703.0 151146602.5 5402021.0 18.0 14.0 1000.0 True True 10.0 10.0 False
206 142735227.0 146115618.5 148436890.0 5843340.0 18.0 15.0 1000.0 True True 10.0 10.0 False
