 sen rec ret cir top tok mess rush sil s_m s_n er
90 560129727.0 561962827.0 563586646.0 3530100.0 15.0 2.0 1000.0 True True 10.0 10.0 False
91 846222668.0 848444877.0 850849370.0 4681142.0 17.0 2.0 1000.0 True True 10.0 10.0 False
92 1132963083.5 1135949679.5 1138274744.0 5737361.0 19.0 2.0 1000.0 True True 10.0 10.0 False
93 29451.0 48639.0 65149.0 30789.0 3.0 1.0 1000.0 False True 10.0 10.0 True
94 95938.0 155733.0 214189.0 111333.5 5.0 1.0 1000.0 False True 10.0 10.0 True
95 179160.0 326191.5 462291.0 265951.0 7.0 1.0 1000.0 False True 10.0 10.0 True
96 418561.0 784467.0 1099056.0 646583.0 9.0 1.0 1000.0 False True 10.0 10.0 True
97 849170.0 1488613.0 2127163.0 1204366.0 11.0 1.0 1000.0 False True 10.0 10.0 True
98 1131408.0 2234704.0 3199223.0 2008689.5 13.0 1.0 1000.0 False True 10.0 10.0 True
99 1772636.0 3055315.0 4353389.0 2506456.0 15.0 1.0 1000.0 False True 10.0 10.0 True
100 2329526.5 4127821.0 5703670.0 3295385.0 17.0 1.0 1000.0 False True 10.0 10.0 True
101 3513143.0 5782653.0 7830387.5 4353389.0 19.0 1.0 1000.0 False True 10.0 10.0 True
102 4467622.0 7406472.0 9974953.0 5378594.5 21.0 1.0 1000.0 False True 10.0 10.0 True
103 17491867.0 21058333.5 24141315.0 6738025.0 23.0 1.0 1000.0 False True 10.0 10.0 True
104 67325133.5 71628990.5 75390013.0 8755862.0 25.0 1.0 1000.0 False True 10.0 10.0 True
105 94317838.0 98197109.5 102633497.0 9210120.0 27.0 1.0 1000.0 False True 10.0 10.0 True
106 110495789.5 115839800.5 119516486.0 11064639.0 29.0 1.0 1000.0 False True 10.0 10.0 True
107 38598.5 64926.0 93261.0 41946.0 3.0 2.0 1000.0 False True 10.0 10.0 True
108 138553.5 244533.0 346272.0 187415.0 5.0 2.0 1000.0 False True 10.0 10.0 True
109 182060.5 423469.0 626948.5 408074.5 7.0 2.0 1000.0 False True 10.0 10.0 True
110 367245.0 771972.0 1173577.0 754124.0 9.0 2.0 1000.0 False True 10.0 10.0 True
111 615123.5 1317484.5 1916990.0 1253897.0 11.0 2.0 1000.0 False True 10.0 10.0 True
112 897139.0 1829083.5 2743625.0 1807664.5 13.0 2.0 1000.0 False True 10.0 10.0 True
113 1200796.5 2656610.5 3870125.0 2591462.0 15.0 2.0 1000.0 False True 10.0 10.0 True
114 1946217.5 3777532.5 5421209.0 3355179.0 17.0 2.0 1000.0 False True 10.0 10.0 True
115 2824616.0 4840222.0 6916961.0 3954462.0 19.0 2.0 1000.0 False True 10.0 10.0 True
116 3687618.0 6393537.0 9017351.0 5303406.0 21.0 2.0 1000.0 False True 10.0 10.0 True
117 4816572.0 8303833.5 11774139.5 6696971.0 23.0 2.0 1000.0 False True 10.0 10.0 True
118 4537011.0 8378800.0 11681993.5 7036996.0 25.0 2.0 1000.0 False True 10.0 10.0 True
119 4771949.0 9693161.0 13401528.5 8134044.5 27.0 2.0 1000.0 False True 10.0 10.0 True
120 6786216.5 13340618.0 18826754.0 11283290.0 29.0 2.0 1000.0 False True 10.0 10.0 True
121 41053.0 72735.0 101294.0 47300.0 3.0 3.0 1000.0 False True 10.0 10.0 True
122 1586239348.0 1588784625.5 1593222574.0 7245607.0 21.0 2.0 1000.0 True True 10.0 10.0 False
123 2115501114.5 2119362092.0 2123012227.0 8706777.0 23.0 2.0 1000.0 True True 10.0 10.0 False
124 4924112.0 8424316.0 11837504.0 6868769.0 23.0 3.0 1000.0 False True 10.0 10.0 True
125 4660169.5 9097671.0 12795106.5 7938820.5 25.0 3.0 1000.0 False True 10.0 10.0 True
126 5927899.5 11905776.0 16844391.0 10392622.0 27.0 3.0 1000.0 False True 10.0 10.0 True
127 6223525.0 12378777.0 18143581.0 11624654.0 29.0 3.0 1000.0 False True 10.0 10.0 True
128 126282.0 249217.5 342033.0 189200.0 5.0 4.0 1000.0 False True 10.0 10.0 True
129 206157.0 462291.0 699683.0 464522.0 7.0 4.0 1000.0 False True 10.0 10.0 True
130 250557.0 641228.0 1014720.0 720210.0 9.0 4.0 1000.0 False True 10.0 10.0 True
131 328646.0 945331.0 1577858.0 1165321.0 11.0 4.0 1000.0 False True 10.0 10.0 True
132 534579.5 1402490.5 2185172.5 1592583.0 13.0 4.0 1000.0 False True 10.0 10.0 True
133 871034.0 2219086.0 3357410.0 2386420.0 15.0 4.0 1000.0 False True 10.0 10.0 True
134 97054.0 197232.5 299864.0 176260.0 5.0 3.0 1000.0 False True 10.0 10.0 True
135 1103965.0 2735817.0 4170881.0 2959822.0 17.0 4.0 1000.0 False True 10.0 10.0 True
136 2769060.0 4812332.5 6972739.5 4220413.0 19.0 4.0 1000.0 False True 10.0 10.0 True
137 3112432.0 5662617.5 8143638.5 4975874.5 21.0 4.0 1000.0 False True 10.0 10.0 True
138 5049056.0 8316774.5 11672400.0 6454224.0 23.0 4.0 1000.0 False True 10.0 10.0 True
139 5058873.5 9870312.5 13481849.5 8327930.5 25.0 4.0 1000.0 False True 10.0 10.0 True
140 5429910.5 10877893.0 15538062.0 9375671.0 27.0 4.0 1000.0 False True 10.0 10.0 True
141 5564001.0 12337724.0 17379641.0 10631353.0 29.0 4.0 1000.0 False True 10.0 10.0 True
142 88576.0 193885.5 307896.0 191431.0 5.0 5.0 1000.0 False True 10.0 10.0 True
143 157072.0 412983.0 651044.5 460506.0 7.0 5.0 1000.0 False True 10.0 10.0 True
144 219098.0 651937.0 1083884.0 792052.0 9.0 5.0 1000.0 False True 10.0 10.0 True
145 271306.0 839130.0 1382857.0 1070498.0 11.0 5.0 1000.0 False True 10.0 10.0 True
146 474785.0 1467417.0 2404716.0 1874152.0 13.0 5.0 1000.0 False True 10.0 10.0 True
147 749884.0 2105298.0 3295385.0 2415871.0 15.0 5.0 1000.0 False True 10.0 10.0 True
148 1023197.5 2743848.5 4387748.0 3196099.5 17.0 5.0 1000.0 False True 10.0 10.0 True
149 2020738.0 4063341.0 6246282.5 4138530.0 19.0 5.0 1000.0 False True 10.0 10.0 True
150 2888426.0 5609963.0 8128244.0 4996624.0 21.0 5.0 1000.0 False True 10.0 10.0 True
151 4082752.0 7327713.0 10853574.0 6581175.5 23.0 5.0 1000.0 False True 10.0 10.0 True
152 5172215.0 9976515.5 14237757.5 8503520.5 25.0 5.0 1000.0 False True 10.0 10.0 True
153 5605277.5 11698058.0 16839037.0 10465356.0 27.0 5.0 1000.0 False True 10.0 10.0 True
154 5508446.5 12446157.5 18443445.0 12280161.0 29.0 5.0 1000.0 False True 10.0 10.0 True
155 138330.0 386655.5 651044.5 462514.5 7.0 6.0 1000.0 False True 10.0 10.0 True
156 204372.0 641004.5 1012488.0 766617.0 9.0 6.0 1000.0 False True 10.0 10.0 True
157 192324.0 432394.0 653276.0 433286.0 7.0 3.0 1000.0 False True 10.0 10.0 True
158 303434.5 1027214.0 1682944.0 1281563.0 11.0 6.0 1000.0 False True 10.0 10.0 True
159 351180.5 1309898.5 2191643.0 1754787.0 13.0 6.0 1000.0 False True 10.0 10.0 True
160 530340.5 1816142.5 3095475.0 2441753.0 15.0 6.0 1000.0 False True 10.0 10.0 True
161 1177146.0 3047283.0 4678910.5 3329744.5 17.0 6.0 1000.0 False True 10.0 10.0 True
162 2109983.0 4155264.0 6251637.0 3890205.0 19.0 6.0 1000.0 False True 10.0 10.0 True
163 2221763.5 4990823.5 7205893.5 4854501.0 21.0 6.0 1000.0 False True 10.0 10.0 True
164 3146345.0 6040795.0 9177992.0 6026739.0 23.0 6.0 1000.0 False True 10.0 10.0 True
165 4233354.0 9056619.0 13140263.0 8061533.0 25.0 6.0 1000.0 False True 10.0 10.0 True
166 5420317.0 10834386.0 15376974.5 9218376.0 27.0 6.0 1000.0 False True 10.0 10.0 True
167 5551284.0 11834380.5 18206945.0 11785295.0 29.0 6.0 1000.0 False True 10.0 10.0 True
168 107764.0 302095.5 529001.5 387994.5 7.0 7.0 1000.0 False True 10.0 10.0 True
169 207942.0 662201.0 1095040.0 834891.0 9.0 7.0 1000.0 False True 10.0 10.0 True
170 240293.0 884644.5 1494859.0 1167329.0 11.0 7.0 1000.0 False True 10.0 10.0 True
171 304549.5 740290.0 1126946.0 793614.5 9.0 3.0 1000.0 False True 10.0 10.0 True
172 352965.5 1281117.0 2191866.0 1738500.0 13.0 7.0 1000.0 False True 10.0 10.0 True
173 518738.5 1724220.0 2984811.0 2353846.0 15.0 7.0 1000.0 False True 10.0 10.0 True
174 769741.0 2451124.0 3859638.0 2986149.0 17.0 7.0 1000.0 False True 10.0 10.0 True
175 1221099.5 3615553.0 5470517.0 3932150.0 19.0 7.0 1000.0 False True 10.0 10.0 True
176 2771961.0 5697423.5 8259211.0 5300728.0 21.0 7.0 1000.0 False True 10.0 10.0 True
177 4166419.0 8107271.0 11572891.5 7185813.0 23.0 7.0 1000.0 False True 10.0 10.0 True
178 4944639.0 9701863.0 13464669.5 8301603.0 25.0 7.0 1000.0 False True 10.0 10.0 True
179 5585421.0 11569322.0 16367821.0 10249606.0 27.0 7.0 1000.0 False True 10.0 10.0 True
180 5493274.5 12313851.0 17870489.5 11802475.0 29.0 7.0 1000.0 False True 10.0 10.0 True
181 248771.0 920119.5 1553539.0 1223330.5 11.0 8.0 1000.0 False True 10.0 10.0 True
182 174921.0 576525.0 992855.0 765725.0 9.0 8.0 1000.0 False True 10.0 10.0 True
183 351404.0 1242742.0 2191643.0 1781337.0 13.0 8.0 1000.0 False True 10.0 10.0 True
184 490849.5 1782899.0 2960715.0 2313240.0 15.0 8.0 1000.0 False True 10.0 10.0 True
185 414321.5 1119360.0 1713510.5 1234263.5 11.0 3.0 1000.0 False True 10.0 10.0 True
186 2838987770.5 2843529690.0 2850151917.5 10887041.0 25.0 2.0 1000.0 True True 10.0 10.0 False
187 743413.5 1729798.0 2681377.0 1860766.0 13.0 3.0 1000.0 False True 10.0 10.0 True
188 1076968.5 2536129.5 3834873.0 2657727.0 15.0 3.0 1000.0 False True 10.0 10.0 True
189 1354075.0 2952459.5 4541250.0 3120910.0 17.0 3.0 1000.0 False True 10.0 10.0 True
190 2499315.5 4621124.5 6620667.0 4125813.0 19.0 3.0 1000.0 False True 10.0 10.0 True
191 3573384.0 6704111.0 8953986.0 5250304.0 21.0 3.0 1000.0 False True 10.0 10.0 True
192 656623.0 2391775.5 3959593.5 3092128.5 17.0 8.0 1000.0 False True 10.0 10.0 True
193 3730455.0 7696073.0 11274365.0 7071356.0 23.0 9.0 1000.0 False True 10.0 10.0 True
194 5035669.5 10080263.0 14386128.0 8601467.5 25.0 9.0 1000.0 False True 10.0 10.0 True
195 4544373.0 10116407.0 14272563.5 9207442.5 27.0 9.0 1000.0 False True 10.0 10.0 True
196 5185601.0 11898191.0 17176161.0 11203862.0 29.0 9.0 1000.0 False True 10.0 10.0 True
197 227799.0 896469.5 1558670.0 1272639.0 11.0 10.0 1000.0 False True 10.0 10.0 True
198 281123.0 1227346.5 2163753.5 1839123.5 13.0 10.0 1000.0 False True 10.0 10.0 True
199 423246.5 1719981.0 2974994.0 2361878.0 15.0 10.0 1000.0 False True 10.0 10.0 True
200 724226.5 2518504.5 4069365.5 3167094.5 17.0 10.0 1000.0 False True 10.0 10.0 True
201 752561.5 2965846.5 5034777.0 3917425.0 19.0 10.0 1000.0 False True 10.0 10.0 True
202 2108867.0 4871458.0 7444847.0 5099702.5 21.0 10.0 1000.0 False True 10.0 10.0 True
203 2080086.0 5828837.5 8896423.5 6190281.0 23.0 10.0 1000.0 False True 10.0 10.0 True
204 3895337.0 8816995.5 12979845.0 8208788.0 25.0 10.0 1000.0 False True 10.0 10.0 True
205 4654145.0 10351569.0 16102316.5 10455986.0 27.0 10.0 1000.0 False True 10.0 10.0 True
206 4862979.0 11597433.0 17373170.0 11573337.5 29.0 10.0 1000.0 False True 10.0 10.0 True
207 263720.0 972104.5 1687406.5 1358760.0 11.0 11.0 1000.0 False True 10.0 10.0 True
208 1566702.5 3577400.0 5590775.0 3856738.0 19.0 8.0 1000.0 False True 10.0 10.0 True
209 2020961.0 4599928.5 7040120.5 4907379.0 21.0 8.0 1000.0 False True 10.0 10.0 True
210 3116039488.0 3125840189.5 3121897999.0 11831034.0 27.0 2.0 1000.0 True True 10.0 10.0 False
211 290940.0 1264829.5 2061568.0 1691646.0 13.0 11.0 1000.0 False True 10.0 10.0 True
212 358989.5 1651485.0 2857190.0 2380174.0 15.0 11.0 1000.0 False True 10.0 10.0 True
213 483710.0 2362771.0 4070927.0 3397571.0 17.0 11.0 1000.0 False True 10.0 10.0 True
214 1502668.5 3848036.5 5875468.0 4152140.0 19.0 11.0 1000.0 False True 10.0 10.0 True
215 1280224.5 4426793.0 6667520.5 5030537.5 21.0 11.0 1000.0 False True 10.0 10.0 True
216 3199223.0 6798264.5 10404223.0 6825485.0 23.0 11.0 1000.0 False True 10.0 10.0 True
217 3733133.5 8565546.0 12630671.5 8132706.0 25.0 11.0 1000.0 False True 10.0 10.0 True
218 4864541.0 10521804.5 15446139.5 9723727.5 27.0 11.0 1000.0 False True 10.0 10.0 True
219 4801400.0 11085165.0 17327432.0 11491232.0 29.0 11.0 1000.0 False True 10.0 10.0 True
220 296518.0 1379064.0 2293606.0 1891109.0 13.0 12.0 1000.0 False True 10.0 10.0 True
221 390895.0 1769735.0 2992396.0 2421226.0 15.0 12.0 1000.0 False True 10.0 10.0 True
222 744529.5 2651479.5 4331300.5 3454018.5 17.0 12.0 1000.0 False True 10.0 10.0 True
223 846938.5 3410511.5 5477880.0 4266374.0 19.0 12.0 1000.0 False True 10.0 10.0 True
224 1064697.5 3998191.5 6362747.5 4903363.0 21.0 12.0 1000.0 False True 10.0 10.0 True
225 2988827.0 6315002.0 9370539.5 6294028.5 23.0 12.0 1000.0 False True 10.0 10.0 True
226 1606862.0 5950880.0 9617525.5 7455334.0 25.0 12.0 1000.0 False True 10.0 10.0 True
227 4899570.0 8343771.5 11729517.0 6928117.0 23.0 8.0 1000.0 False True 10.0 10.0 True
228 4391986.5 8763893.5 12625094.0 7779963.0 25.0 8.0 1000.0 False True 10.0 10.0 True
229 4467622.5 10015783.0 14275241.0 9300704.5 27.0 12.0 1000.0 False True 10.0 10.0 True
230 5096133.0 11730409.5 17320515.5 11687795.0 29.0 12.0 1000.0 False True 10.0 10.0 True
231 271752.0 1262375.5 2226225.5 1832207.5 13.0 13.0 1000.0 False True 10.0 10.0 True
232 311690.0 1569379.5 2800296.0 2396907.0 15.0 13.0 1000.0 False True 10.0 10.0 True
233 412314.0 2162861.0 3773517.0 3178250.0 17.0 13.0 1000.0 False True 10.0 10.0 True
234 604637.5 2842241.5 4911395.0 4021619.0 19.0 13.0 1000.0 False True 10.0 10.0 True
235 1053318.5 3992837.5 6350699.0 4830404.0 21.0 13.0 1000.0 False True 10.0 10.0 True
236 2705696.0 6565111.5 9697847.0 6706789.0 23.0 13.0 1000.0 False True 10.0 10.0 True
237 2296060.0 7176218.5 11010868.0 7869655.0 25.0 13.0 1000.0 False True 10.0 10.0 True
238 4608407.0 10563526.0 15237752.0 9897756.0 27.0 13.0 1000.0 False True 10.0 10.0 True
239 306781.0 1582097.0 2844249.0 2480128.0 15.0 14.0 1000.0 False True 10.0 10.0 True
240 4533664.0 10868746.0 16774334.0 11085612.0 29.0 13.0 1000.0 False True 10.0 10.0 True
241 433286.0 2240058.5 3865662.0 3301186.0 17.0 14.0 1000.0 False True 10.0 10.0 True
242 603075.0 2602840.5 4638304.0 3853168.5 19.0 14.0 1000.0 False True 10.0 10.0 True
243 976121.0 3987705.5 6378812.0 4896000.0 21.0 14.0 1000.0 False True 10.0 10.0 True
244 1032569.0 4941515.0 7898883.5 6251860.0 23.0 14.0 1000.0 False True 10.0 10.0 True
245 3761022.5 8209903.5 11995245.0 7846897.5 25.0 14.0 1000.0 False True 10.0 10.0 True
246 5000194.5 11029387.0 15648727.0 9855810.5 27.0 8.0 1000.0 False True 10.0 10.0 True
247 5077614.5 12011086.0 17646930.0 11773247.0 29.0 8.0 1000.0 False True 10.0 10.0 True
248 4399349.0 10096773.0 14541638.0 9200749.0 27.0 14.0 1000.0 False True 10.0 10.0 True
249 4011579.0 11427422.0 17395704.5 12261196.5 29.0 14.0 1000.0 False True 10.0 10.0 True
250 346941.0 1673351.0 3017386.0 2559110.0 15.0 15.0 1000.0 False True 10.0 10.0 True
251 388440.5 2014937.5 3848036.5 3332422.0 17.0 15.0 1000.0 False True 10.0 10.0 True
252 711508.5 3269727.0 5604608.5 4512022.0 19.0 15.0 1000.0 False True 10.0 10.0 True
253 960949.5 3805422.5 6079617.0 4722195.0 21.0 15.0 1000.0 False True 10.0 10.0 True
254 1298074.0 4811886.0 7892190.0 6209914.5 23.0 15.0 1000.0 False True 10.0 10.0 True
255 2704134.0 6951321.0 10658126.0 7287776.0 25.0 15.0 1000.0 False True 10.0 10.0 True
256 3472759.5 10087402.5 15159885.5 10199851.0 27.0 15.0 1000.0 False True 10.0 10.0 True
257 3656159.5 10653664.0 16714539.5 11684002.0 29.0 15.0 1000.0 False True 10.0 10.0 True
258 413652.5 2214846.5 4033220.5 3367673.5 17.0 16.0 1000.0 False True 10.0 10.0 True
259 668671.0 3064462.5 5169091.0 4109748.0 19.0 16.0 1000.0 False True 10.0 10.0 True
260 739844.0 3442417.0 5696977.5 4636519.5 21.0 16.0 1000.0 False True 10.0 10.0 True
261 788929.5 3949999.5 6742486.0 5508892.5 23.0 16.0 1000.0 False True 10.0 10.0 True
262 2498870.0 7194514.0 11567983.0 8172643.0 25.0 16.0 1000.0 False True 10.0 10.0 True
263 3052637.0 9456884.0 14805581.5 10037202.0 27.0 16.0 1000.0 False True 10.0 10.0 True
264 4002208.0 11273027.5 17165898.0 11845982.0 29.0 16.0 1000.0 False True 10.0 10.0 True
265 197678.0 638550.0 1063805.0 841584.0 9.0 9.0 1000.0 False True 10.0 10.0 True
266 359659.0 1914759.0 3629608.0 3079411.0 17.0 17.0 1000.0 False True 10.0 10.0 True
267 331769.5 2201460.0 3962717.0 3463389.0 19.0 17.0 1000.0 False True 10.0 10.0 True
268 645244.0 3191636.5 5398898.0 4394887.0 21.0 17.0 1000.0 False True 10.0 10.0 True
269 976344.5 5194302.5 8334846.5 6757881.5 23.0 17.0 1000.0 False True 10.0 10.0 True
270 948901.0 5592337.0 9106596.5 7677777.5 25.0 17.0 1000.0 False True 10.0 10.0 True
